Close,High,Low,Open,Volume,Year,Month,Day,Tenkan_sen,Kijun_sen,Senkou_Span_A,Senkou_Span_B,Chikou_Span
10497.900390625,10497.900390625,10497.900390625,10497.900390625,0,2010,7,28,10317.80029296875,10112.09033203125,10198.034912109375,10510.7451171875,10320.099609375
10467.2001953125,10467.2001953125,10467.2001953125,10467.2001953125,0,2010,7,29,10329.10009765625,10112.09033203125,10266.347412109375,10510.7451171875,10447.900390625
10465.900390625,10465.900390625,10465.900390625,10465.900390625,0,2010,7,30,10329.10009765625,10112.09033203125,10242.24755859375,10510.7451171875,10340.7001953125
10674.400390625,10674.400390625,10674.400390625,10674.400390625,0,2010,8,2,10397.4501953125,10180.4404296875,10217.622314453125,10510.7451171875,10387.0
10636.400390625,10636.400390625,10636.400390625,10636.400390625,0,2010,8,3,10498.35009765625,10180.4404296875,10215.372314453125,10510.7451171875,10415.2001953125
10680.400390625,10680.400390625,10680.400390625,10680.400390625,0,2010,8,4,10552.5,10183.4404296875,10214.04736328125,10510.7451171875,10462.7998046875
10675.0,10675.0,10675.0,10675.0,0,2010,8,5,10573.150390625,10183.4404296875,10146.997314453125,10510.7451171875,10544.099609375
10653.599609375,10653.599609375,10653.599609375,10653.599609375,0,2010,8,6,10573.150390625,10183.4404296875,10112.3095703125,10489.509765625,10526.5
10698.7998046875,10698.7998046875,10698.7998046875,10698.7998046875,0,2010,8,9,10582.35009765625,10192.64013671875,10089.51513671875,10468.76513671875,10572.7001953125
10644.2001953125,10644.2001953125,10644.2001953125,10644.2001953125,0,2010,8,10,10582.35009765625,10221.2099609375,10030.490234375,10445.740234375,10594.7998046875
10378.7998046875,10378.7998046875,10378.7998046875,10378.7998046875,0,2010,8,11,10538.7998046875,10358.5498046875,10030.490234375,10445.740234375,10607.7998046875
10320.0,10320.0,10320.0,10320.0,0,2010,8,12,10509.39990234375,10398.35009765625,9994.090087890625,10445.740234375,10753.599609375
10303.2001953125,10303.2001953125,10303.2001953125,10303.2001953125,0,2010,8,13,10501.0,10398.35009765625,9991.840087890625,10445.740234375,10761.0
10302.0,10302.0,10302.0,10302.0,0,2010,8,16,10500.39990234375,10398.35009765625,10005.39013671875,10426.89013671875,10739.2998046875
10405.7998046875,10405.7998046875,10405.7998046875,10405.7998046875,0,2010,8,17,10500.39990234375,10398.35009765625,10009.965087890625,10426.89013671875,10662.400390625
10415.5,10415.5,10415.5,10415.5,0,2010,8,18,10500.39990234375,10398.35009765625,10046.64013671875,10426.89013671875,10860.2998046875
10271.2001953125,10271.2001953125,10271.2001953125,10271.2001953125,0,2010,8,19,10485.0,10398.35009765625,10047.565185546875,10419.14013671875,10812.0
10213.599609375,10213.599609375,10213.599609375,10213.599609375,0,2010,8,20,10428.89990234375,10398.35009765625,10047.565185546875,10419.14013671875,10858.099609375
10174.400390625,10174.400390625,10174.400390625,10174.400390625,0,2010,8,23,10294.9501953125,10409.64990234375,10061.85009765625,10306.64013671875,10835.2998046875
10040.5,10040.5,10040.5,10040.5,0,2010,8,24,10228.0,10369.64990234375,10130.52001953125,10291.6904296875,10788.0
10060.099609375,10060.099609375,10060.099609375,10060.099609375,0,2010,8,25,10228.0,10369.64990234375,10150.420166015625,10291.6904296875,10829.7001953125
9985.8095703125,9985.8095703125,9985.8095703125,9985.8095703125,0,2010,8,26,10200.65478515625,10342.3046875,10150.420166015625,10291.6904296875,10751.2998046875
10150.7001953125,10150.7001953125,10150.7001953125,10150.7001953125,0,2010,8,27,10200.65478515625,10342.3046875,10150.420166015625,10291.6904296875,10944.7001953125
10009.7001953125,10009.7001953125,10009.7001953125,10009.7001953125,0,2010,8,30,10200.65478515625,10342.3046875,10164.89501953125,10291.6904296875,10967.7001953125
10014.7001953125,10014.7001953125,10014.7001953125,10014.7001953125,0,2010,8,31,10128.5048828125,10342.3046875,10208.79541015625,10291.6904296875,10948.599609375
10269.5,10269.5,10269.5,10269.5,0,2010,9,1,10127.65478515625,10342.3046875,10214.9453125,10234.740234375,11006.5
10320.099609375,10320.099609375,10320.099609375,10320.099609375,0,2010,9,2,10152.95458984375,10342.3046875,10214.9453125,10156.14013671875,11010.2998046875
10447.900390625,10447.900390625,10447.900390625,10447.900390625,0,2010,9,3,10216.85498046875,10342.3046875,10220.59521484375,10156.14013671875,11020.400390625
10340.7001953125,10340.7001953125,10340.7001953125,10340.7001953125,0,2010,9,7,10216.85498046875,10342.3046875,10220.59521484375,10112.09033203125,11096.099609375
10387.0,10387.0,10387.0,10387.0,0,2010,9,8,10216.85498046875,10342.3046875,10288.9453125,10180.4404296875,11094.599609375
10415.2001953125,10415.2001953125,10415.2001953125,10415.2001953125,0,2010,9,9,10228.80029296875,10342.3046875,10339.395263671875,10180.4404296875,11062.7998046875
10462.7998046875,10462.7998046875,10462.7998046875,10462.7998046875,0,2010,9,10,10236.25,10342.3046875,10367.97021484375,10183.4404296875,11143.7001953125
10544.099609375,10544.099609375,10544.099609375,10544.099609375,0,2010,9,13,10279.39990234375,10342.3046875,10378.29541015625,10183.4404296875,10978.599609375
10526.5,10526.5,10526.5,10526.5,0,2010,9,14,10406.7998046875,10342.3046875,10378.29541015625,10183.4404296875,11108.0
10572.7001953125,10572.7001953125,10572.7001953125,10572.7001953125,0,2010,9,15,10446.39990234375,10315.0048828125,10387.4951171875,10192.64013671875,11146.599609375
10594.7998046875,10594.7998046875,10594.7998046875,10594.7998046875,0,2010,9,16,10467.75,10290.3046875,10401.780029296875,10192.64013671875,11132.599609375
10607.7998046875,10607.7998046875,10607.7998046875,10607.7998046875,0,2010,9,17,10474.25,10296.8046875,10448.6748046875,10192.64013671875,11164.0
10753.599609375,10753.599609375,10753.599609375,10753.599609375,0,2010,9,20,10570.2998046875,10369.70458984375,10453.875,10192.64013671875,11169.5
10761.0,10761.0,10761.0,10761.0,0,2010,9,21,10588.10009765625,10373.40478515625,10449.675048828125,10192.64013671875,11126.2998046875
10739.2998046875,10739.2998046875,10739.2998046875,10739.2998046875,0,2010,9,22,10611.89990234375,10373.40478515625,10449.375,10192.64013671875,11114.0
10662.400390625,10662.400390625,10662.400390625,10662.400390625,0,2010,9,23,10643.75,10373.40478515625,10449.375,10192.64013671875,11118.5
10860.2998046875,10860.2998046875,10860.2998046875,10860.2998046875,0,2010,9,24,10693.39990234375,10423.0546875,10449.375,10192.64013671875,11124.599609375
10812.0,10812.0,10812.0,10812.0,0,2010,9,27,10716.5,10423.0546875,10441.675048828125,10192.64013671875,11188.7001953125
10858.099609375,10858.099609375,10858.099609375,10858.099609375,0,2010,9,28,10727.5498046875,10423.0546875,10413.625,10192.64013671875,11215.099609375
10835.2998046875,10835.2998046875,10835.2998046875,10835.2998046875,0,2010,9,29,10734.0498046875,10423.0546875,10352.300048828125,10192.64013671875,11434.7998046875
10788.0,10788.0,10788.0,10788.0,0,2010,9,30,10761.35009765625,10423.0546875,10298.824951171875,10192.64013671875,11444.099609375
10829.7001953125,10829.7001953125,10829.7001953125,10829.7001953125,0,2010,10,1,10761.35009765625,10423.0546875,10298.824951171875,10192.64013671875,11406.7998046875
10751.2998046875,10751.2998046875,10751.2998046875,10751.2998046875,0,2010,10,4,10761.35009765625,10435.0,10271.479736328125,10192.64013671875,11346.7998046875
10944.7001953125,10944.7001953125,10944.7001953125,10944.7001953125,0,2010,10,5,10803.55029296875,10477.2001953125,10271.479736328125,10192.64013671875,11357.0
10967.7001953125,10967.7001953125,10967.7001953125,10967.7001953125,0,2010,10,6,10859.5,10491.2001953125,10271.479736328125,10192.64013671875,11283.099609375
10948.599609375,10948.599609375,10948.599609375,10948.599609375,0,2010,10,7,10859.5,10618.60009765625,10235.40478515625,10192.64013671875,11192.599609375
11006.5,11006.5,11006.5,11006.5,0,2010,10,8,10878.89990234375,10663.2998046875,10234.979736328125,10192.64013671875,11202.0
11010.2998046875,11010.2998046875,11010.2998046875,11010.2998046875,0,2010,10,11,10880.7998046875,10675.5,10247.629638671875,10192.64013671875,11023.5
11020.400390625,11020.400390625,11020.400390625,11020.400390625,0,2010,10,12,10885.85009765625,10680.55029296875,10279.579833984375,10192.64013671875,11007.900390625
11096.099609375,11096.099609375,11096.099609375,11096.099609375,0,2010,10,13,10923.69970703125,10741.5498046875,10279.579833984375,10192.64013671875,11181.2001953125
11094.599609375,11094.599609375,11094.599609375,11094.599609375,0,2010,10,14,10923.69970703125,10755.64990234375,10279.579833984375,10192.64013671875,11203.5
11062.7998046875,11062.7998046875,11062.7998046875,11062.7998046875,0,2010,10,15,11020.39990234375,10779.44970703125,10285.552490234375,10192.64013671875,11178.599609375
11143.7001953125,11143.7001953125,11143.7001953125,11143.7001953125,0,2010,10,18,11046.14990234375,10835.10009765625,10289.27734375,10192.64013671875,11036.400390625
10978.599609375,10978.599609375,10978.599609375,10978.599609375,0,2010,10,19,11046.14990234375,10835.10009765625,10310.852294921875,10192.64013671875,11187.2998046875
11108.0,11108.0,11108.0,11108.0,0,2010,10,20,11061.14990234375,10858.2001953125,10374.55224609375,10192.64013671875,11092.0
11146.599609375,11146.599609375,11146.599609375,11146.599609375,0,2010,10,21,11062.599609375,10870.69970703125,10380.702392578125,10192.64013671875,11052.5
11132.599609375,11132.599609375,11132.599609375,11132.599609375,0,2010,10,22,11062.599609375,10877.19970703125,10379.02734375,10221.2099609375,11006.0
11164.0,11164.0,11164.0,11164.0,0,2010,10,25,11071.2998046875,10913.2001953125,10385.52734375,10342.3046875,11255.7998046875
11169.5,11169.5,11169.5,11169.5,0,2010,10,26,11074.0498046875,10915.9501953125,10470.002197265625,10369.70458984375,11362.400390625
11126.2998046875,11126.2998046875,11126.2998046875,11126.2998046875,0,2010,10,27,11074.0498046875,10915.9501953125,10480.75244140625,10373.40478515625,11382.099609375
11114.0,11114.0,11114.0,11114.0,0,2010,10,28,11074.0498046875,10915.9501953125,10492.65234375,10373.40478515625,11362.2001953125
11118.5,11118.5,11118.5,11118.5,0,2010,10,29,11074.0498046875,10960.39990234375,10508.577392578125,10373.40478515625,11359.2001953125
11124.599609375,11124.599609375,11124.599609375,11124.599609375,0,2010,11,1,11138.75,10960.39990234375,10558.227294921875,10423.0546875,11372.5
11188.7001953125,11188.7001953125,11188.7001953125,11188.7001953125,0,2010,11,2,11151.35009765625,10970.0,10569.77734375,10423.0546875,11370.099609375
11215.099609375,11215.099609375,11215.099609375,11215.099609375,0,2010,11,3,11164.5498046875,10983.19970703125,10575.30224609375,10423.0546875,11410.2998046875
11434.7998046875,11434.7998046875,11434.7998046875,11434.7998046875,0,2010,11,4,11274.39990234375,11093.0498046875,10578.55224609375,10423.0546875,11428.599609375
11444.099609375,11444.099609375,11444.099609375,11444.099609375,0,2010,11,5,11279.0498046875,11097.69970703125,10592.202392578125,10423.0546875,11476.5
11406.7998046875,11406.7998046875,11406.7998046875,11406.7998046875,0,2010,11,8,11279.0498046875,11097.69970703125,10592.202392578125,10423.0546875,11457.5
11346.7998046875,11346.7998046875,11346.7998046875,11346.7998046875,0,2010,11,9,11279.0498046875,11194.39990234375,10598.175048828125,10423.0546875,11499.2001953125
11357.0,11357.0,11357.0,11357.0,0,2010,11,10,11281.2998046875,11196.349609375,10640.375244140625,10465.2548828125,11491.900390625
11283.099609375,11283.099609375,11283.099609375,11283.099609375,0,2010,11,11,11284.349609375,11196.349609375,10675.35009765625,10476.7548828125,11478.099609375
11192.599609375,11192.599609375,11192.599609375,11192.599609375,0,2010,11,12,11316.39990234375,11211.349609375,10739.050048828125,10476.7548828125,11533.2001953125
11202.0,11202.0,11202.0,11202.0,0,2010,11,15,11318.349609375,11211.349609375,10771.099853515625,10496.15478515625,11559.5
11023.5,11023.5,11023.5,11023.5,0,2010,11,16,11233.7998046875,11211.349609375,10778.14990234375,10498.0546875,11573.5
11007.900390625,11007.900390625,11007.900390625,11007.900390625,0,2010,11,17,11226.0,11211.349609375,10783.2001953125,10503.10498046875,11555.0
11181.2001953125,11181.2001953125,11181.2001953125,11181.2001953125,0,2010,11,18,11207.35009765625,11211.349609375,10832.624755859375,10540.95458984375,11575.5
11203.5,11203.5,11203.5,11203.5,0,2010,11,19,11182.4501953125,11211.349609375,10839.6748046875,10540.95458984375,11585.400390625
11178.599609375,11178.599609375,11178.599609375,11178.599609375,0,2010,11,22,11182.4501953125,11211.349609375,10899.9248046875,10540.95458984375,11569.7001953125
11036.400390625,11036.400390625,11036.400390625,11036.400390625,0,2010,11,23,11145.5,11211.349609375,10940.625,10564.7548828125,11577.5
11187.2998046875,11187.2998046875,11187.2998046875,11187.2998046875,0,2010,11,24,11105.7001953125,11226.0,10940.625,10564.7548828125,11670.7998046875
11092.0,11092.0,11092.0,11092.0,0,2010,11,26,11105.7001953125,11226.0,10959.675048828125,10564.7548828125,11691.2001953125
11052.5,11052.5,11052.5,11052.5,0,2010,11,29,11105.7001953125,11226.0,10966.649658203125,10566.20458984375,11722.900390625
11006.0,11006.0,11006.0,11006.0,0,2010,11,30,11104.75,11225.0498046875,10969.899658203125,10566.20458984375,11697.2998046875
11255.7998046875,11255.7998046875,11255.7998046875,11255.7998046875,0,2010,12,1,11130.89990234375,11225.0498046875,10992.25,10574.90478515625,11674.7998046875
11362.400390625,11362.400390625,11362.400390625,11362.400390625,0,2010,12,2,11184.2001953125,11225.0498046875,10995.0,10577.65478515625,11637.5
11382.099609375,11382.099609375,11382.099609375,11382.099609375,0,2010,12,3,11194.0498046875,11225.0498046875,10995.0,10577.65478515625,11671.900390625
11362.2001953125,11362.2001953125,11362.2001953125,11362.2001953125,0,2010,12,6,11194.0498046875,11225.0498046875,10995.0,10577.65478515625,11755.400390625
11359.2001953125,11359.2001953125,11359.2001953125,11359.2001953125,0,2010,12,7,11194.0498046875,11225.0498046875,11017.224853515625,10577.65478515625,11731.900390625
11372.5,11372.5,11372.5,11372.5,0,2010,12,8,11194.0498046875,11225.0498046875,11049.574951171875,10577.65478515625,11787.400390625
11370.099609375,11370.099609375,11370.099609375,11370.099609375,0,2010,12,9,11194.0498046875,11225.0498046875,11060.675048828125,10587.2548828125,11837.900390625
11410.2998046875,11410.2998046875,11410.2998046875,11410.2998046875,0,2010,12,10,11208.14990234375,11225.0498046875,11073.874755859375,10600.45458984375,11825.2998046875
11428.599609375,11428.599609375,11428.599609375,11428.599609375,0,2010,12,13,11342.19970703125,11225.0498046875,11183.724853515625,10710.3046875,11822.7998046875
11476.5,11476.5,11476.5,11476.5,0,2010,12,14,11417.85009765625,11241.25,11188.374755859375,10714.95458984375,11871.7998046875
11457.5,11457.5,11457.5,11457.5,0,2010,12,15,11417.85009765625,11241.25,11188.374755859375,10714.95458984375,11980.5
11499.2001953125,11499.2001953125,11499.2001953125,11499.2001953125,0,2010,12,16,11429.2001953125,11252.60009765625,11236.724853515625,10726.89990234375,11977.2001953125
11491.900390625,11491.900390625,11491.900390625,11491.900390625,0,2010,12,17,11429.2001953125,11252.60009765625,11238.82470703125,10726.89990234375,11985.400390625
11478.099609375,11478.099609375,11478.099609375,11478.099609375,0,2010,12,20,11434.64990234375,11252.60009765625,11240.349609375,10729.39990234375,11989.7998046875
11533.2001953125,11533.2001953125,11533.2001953125,11533.2001953125,0,2010,12,21,11451.64990234375,11269.60009765625,11263.874755859375,10856.7998046875,11823.7001953125
11559.5,11559.5,11559.5,11559.5,0,2010,12,22,11484.89990234375,11282.75,11264.849609375,10882.099609375,11891.900390625
11573.5,11573.5,11573.5,11573.5,0,2010,12,23,11501.0498046875,11289.75,11222.57470703125,10892.39990234375,12040.2001953125
11555.0,11555.0,11555.0,11555.0,0,2010,12,27,11515.5,11289.75,11218.6748046875,10892.39990234375,12042.0
11575.5,11575.5,11575.5,11575.5,0,2010,12,28,11516.5,11290.75,11209.349853515625,10915.5498046875,12062.2998046875
11585.400390625,11585.400390625,11585.400390625,11585.400390625,0,2010,12,29,11531.75,11295.7001953125,11196.89990234375,10929.64990234375,12092.2001953125
11569.7001953125,11569.7001953125,11569.7001953125,11569.7001953125,0,2010,12,30,11531.75,11295.7001953125,11196.89990234375,10953.44970703125,12161.599609375
11577.5,11577.5,11577.5,11577.5,0,2010,12,31,11531.75,11295.7001953125,11178.4248046875,10985.2998046875,12233.2001953125
11670.7998046875,11670.7998046875,11670.7998046875,11670.7998046875,0,2011,1,3,11602.0,11338.39990234375,11165.85009765625,10985.2998046875,12239.900390625
11691.2001953125,11691.2001953125,11691.2001953125,11691.2001953125,0,2011,1,4,11623.10009765625,11348.60009765625,11165.85009765625,11008.39990234375,12229.2998046875
11722.900390625,11722.900390625,11722.900390625,11722.900390625,0,2011,1,5,11638.9501953125,11364.4501953125,11165.85009765625,11019.44970703125,12273.2998046875
11697.2998046875,11697.2998046875,11697.2998046875,11697.2998046875,0,2011,1,6,11638.9501953125,11489.35009765625,11164.89990234375,11025.94970703125,12268.2001953125
11674.7998046875,11674.7998046875,11674.7998046875,11674.7998046875,0,2011,1,7,11646.30029296875,11541.05029296875,11177.974853515625,11053.25,12226.599609375
11637.5,11637.5,11637.5,11637.5,0,2011,1,10,11646.30029296875,11541.05029296875,11204.625,11053.25,12288.2001953125
11671.900390625,11671.900390625,11671.900390625,11671.900390625,0,2011,1,11,11646.30029296875,11541.05029296875,11209.5498046875,11053.25,12318.099609375
11755.400390625,11755.400390625,11755.400390625,11755.400390625,0,2011,1,12,11666.4501953125,11557.30029296875,11209.5498046875,11053.25,12391.2001953125
11731.900390625,11731.900390625,11731.900390625,11731.900390625,0,2011,1,13,11696.4501953125,11562.75,11209.5498046875,11097.69970703125,12212.7998046875
11787.400390625,11787.400390625,11787.400390625,11787.400390625,0,2011,1,14,11712.4501953125,11578.75,11209.5498046875,11097.69970703125,12105.7998046875
11837.900390625,11837.900390625,11837.900390625,11837.900390625,0,2011,1,18,11737.7001953125,11624.10009765625,11209.5498046875,11097.69970703125,12068.5
11825.2998046875,11825.2998046875,11825.2998046875,11825.2998046875,0,2011,1,19,11737.7001953125,11633.25,11216.599853515625,11097.69970703125,12130.5
11822.7998046875,11822.7998046875,11822.7998046875,11822.7998046875,0,2011,1,20,11737.7001953125,11647.7001953125,11283.624755859375,11097.69970703125,12226.2998046875
11871.7998046875,11871.7998046875,11871.7998046875,11871.7998046875,0,2011,1,21,11754.64990234375,11664.64990234375,11329.550048828125,11113.89990234375,12058.0
11980.5,11980.5,11980.5,11980.5,0,2011,1,24,11826.2001953125,11729.2998046875,11329.550048828125,11113.89990234375,12066.7998046875
11977.2001953125,11977.2001953125,11977.2001953125,11977.2001953125,0,2011,1,25,11856.2001953125,11729.2998046875,11340.900146484375,11221.9501953125,12258.2001953125
11985.400390625,11985.400390625,11985.400390625,11985.400390625,0,2011,1,26,11858.650390625,11731.75,11340.900146484375,11223.89990234375,12169.900390625
11989.7998046875,11989.7998046875,11989.7998046875,11989.7998046875,0,2011,1,27,11888.60009765625,11761.5,11343.625,11223.89990234375,12090.0
11823.7001953125,11823.7001953125,11823.7001953125,11823.7001953125,0,2011,1,28,11906.2998046875,11772.39990234375,11360.625,11255.89990234375,12214.400390625
11891.900390625,11891.900390625,11891.900390625,11891.900390625,0,2011,1,31,11906.2998046875,11772.39990234375,11383.824951171875,11269.0498046875,12213.099609375
12040.2001953125,12040.2001953125,12040.2001953125,12040.2001953125,0,2011,2,1,11931.5,11797.60009765625,11395.39990234375,11276.0498046875,11984.599609375
12042.0,12042.0,12042.0,12042.0,0,2011,2,2,11932.85009765625,11805.85009765625,11402.625,11276.0498046875,12044.400390625
12062.2998046875,12062.2998046875,12062.2998046875,12062.2998046875,0,2011,2,3,11943.0,11816.0,11403.625,11277.0498046875,11993.2001953125
12092.2001953125,12092.2001953125,12092.2001953125,12092.2001953125,0,2011,2,4,11957.9501953125,11830.9501953125,11413.72509765625,11282.0,11855.400390625
12161.599609375,12161.599609375,12161.599609375,12161.599609375,0,2011,2,7,11992.64990234375,11869.5498046875,11413.72509765625,11282.0,11613.2998046875
12233.2001953125,12233.2001953125,12233.2001953125,12233.2001953125,0,2011,2,8,12028.4501953125,11935.35009765625,11413.72509765625,11282.0,11774.599609375
12239.900390625,12239.900390625,12239.900390625,12239.900390625,0,2011,2,9,12031.80029296875,11938.7001953125,11470.199951171875,11338.39990234375,11858.5
12229.2998046875,12229.2998046875,12229.2998046875,12229.2998046875,0,2011,2,10,12065.900390625,11938.7001953125,11485.85009765625,11348.60009765625,12036.5
12273.2998046875,12273.2998046875,12273.2998046875,12273.2998046875,0,2011,2,11,12156.75,11955.39990234375,11501.7001953125,11364.4501953125,12018.599609375
12268.2001953125,12268.2001953125,12268.2001953125,12268.2001953125,0,2011,2,14,12157.64990234375,11955.39990234375,11564.150146484375,11364.4501953125,12086.0
12226.599609375,12226.599609375,12226.599609375,12226.599609375,0,2011,2,15,12167.7998046875,11955.39990234375,11593.67529296875,11364.4501953125,12170.599609375
12288.2001953125,12288.2001953125,12288.2001953125,12288.2001953125,0,2011,2,16,12190.2001953125,11980.05029296875,11593.67529296875,11364.4501953125,12220.599609375
12318.099609375,12318.099609375,12318.099609375,12318.099609375,0,2011,2,17,12239.849609375,12025.0,11593.67529296875,11364.4501953125,12197.900390625
12391.2001953125,12391.2001953125,12391.2001953125,12391.2001953125,0,2011,2,18,12308.89990234375,12061.55029296875,11611.875244140625,11380.7001953125,12279.0
12212.7998046875,12212.7998046875,12212.7998046875,12212.7998046875,0,2011,2,22,12302.0,12089.30029296875,11629.60009765625,11380.7001953125,12350.599609375
